ID	NAME	COL-1	COL-2	COL-3	COL-4	COL-5	COL-6	COL-7	COL-8	COL-9	COL-10	COL-11	COL-12	COL-13	COL-14	COL-15	COL-16	COL-17
2282	R-2282	333	343	304	333	371	318	358	356	387	406	399	385	391	403	387	393	395
2283	R-2283	283	358	381	378	393	333	353	350	364	337	333	326	358	361	358	340	350
2284	R-2284	389	411	404	389	416	391	399	395	387	371	369	381	389	374	383	404	371
2285	R-2285	304	314	326	322	330	300	304	304	322	304	314	271	337	318	326	277	314
2286	R-2286	195	110	69	139	139	139	161	179	195	139	195	195	230	179	179	161	179
2287	R-2287	387	423	403	361	330	366	364	356	340	283	300	322	333	318	304	330	314
2288	R-2288	179	179	195	230	220	248	208	161	139	69	139	179	230	208	179	110	139
2289	R-2289	271	347	314	309	314	322	330	330	326	271	277	309	309	289	294	309	283
2290	R-2290	264	230	179	139	179	195	220	208	208	195	208	256	195	208	208	220	208
2291	R-2291	322	289	256	220	179	179	208	208	248	248	264	271	271	240	248	256	264
2292	R-2292	289	277	264	271	283	277	294	283	283	248	271	309	289	289	283	304	264
2293	R-2293	230	230	220	208	230	264	256	256	256	208	240	240	240	230	230	208	220
2294	R-2294	230	208	139	179	161	208	230	230	283	230	277	309	356	347	343	353	330
2295	R-2295	69	0	110	69	69	110	69	69	110	0	0	0	69	69	69	69	69
2296	R-2296	139	69	0	0	69	69	0	110	110	0	69	69	69	69	69	0	69
2297	R-2297	343	353	356	350	374	343	361	353	340	340	358	356	347	358	353	330	347
2298	R-2298	110	139	69	69	139	69	110	69	139	69	110	161	139	110	139	161	139
2299	R-2299	383	411	399	383	425	387	406	404	393	404	403	425	397	414	409	441	403
2300	R-2300	340	337	364	361	358	337	353	347	356	366	364	340	353	376	369	318	364
2301	R-2301	195	161	179	195	208	179	195	179	195	110	161	139	208	195	208	230	179
2302	R-2302	369	385	406	389	403	401	401	413	387	353	374	413	383	378	381	434	381
2303	R-2303	289	248	208	248	264	283	283	289	326	220	318	314	340	271	271	256	283
2304	R-2304	391	374	248	256	230	220	358	399	416	399	389	356	330	300	366	411	419
2305	R-2305	403	413	433	399	436	381	397	393	383	474	442	439	387	411	397	432	425
2306	R-2306	283	318	277	256	294	294	294	304	283	220	248	271	271	256	264	283	248
2307	R-2307	271	283	283	271	294	294	300	294	277	220	248	277	264	248	256	300	248
2308	R-2308	294	248	283	300	264	283	277	283	277	248	256	283	294	271	256	240	264
2309	R-2309	179	208	161	195	240	277	277	289	289	208	220	208	240	240	248	220	248
2310	R-2310	110	110	110	110	139	161	195	208	195	69	110	110	161	139	139	110	139
2311	R-2311	220	139	0	69	110	110	69	69	139	139	195	195	161	139	110	139	161
2312	R-2312	374	411	423	408	416	395	406	401	393	393	393	395	395	401	393	408	383
2313	R-2313	161	110	69	179	208	220	208	195	195	69	161	179	220	179	179	161	139
2314	R-2314	110	161	139	110	139	195	195	208	139	69	110	110	139	139	110	110	110
2315	R-2315	283	322	230	220	230	264	256	264	271	195	248	289	248	230	240	283	256
2316	R-2316	381	436	419	401	385	385	387	387	385	340	361	393	374	358	364	403	353
2317	R-2317	195	195	161	220	271	230	195	208	195	139	161	161	208	161	161	161	161
2318	R-2318	240	208	248	283	256	271	256	240	283	271	326	240	300	264	256	179	294
2319	R-2319	230	139	161	179	139	179	139	161	161	69	110	110	161	139	139	110	110
2320	R-2320	69	0	0	0	0	0	0	0	69	0	0	0	69	0	0	69	0
2321	R-2321	248	256	271	277	230	240	208	195	195	139	161	195	195	161	139	139	139
2322	R-2322	179	179	110	110	110	139	110	139	139	69	69	110	110	110	110	161	110
2323	R-2323	110	110	139	208	208	240	230	208	220	69	179	161	248	208	195	179	195
2324	R-2324	0	69	0	69	0	69	69	69	69	0	69	69	69	69	0	0	0
2325	R-2325	230	248	240	240	240	248	240	248	240	179	208	248	240	220	220	240	208
2326	R-2326	264	179	139	110	110	110	69	110	161	161	179	220	208	179	179	179	161
2327	R-2327	161	179	110	139	161	139	161	139	161	69	161	139	161	139	139	69	139
2328	R-2328	179	110	69	0	0	0	0	69	0	0	0	0	0	0	0	69	0
2329	R-2329	452	486	485	463	444	439	444	444	450	483	461	451	447	439	429	493	461
2330	R-2330	110	179	69	69	69	69	69	110	110	69	0	69	69	69	69	69	69
2331	R-2331	289	289	230	230	208	264	264	208	248	220	220	264	230	230	248	230	240
2332	R-2332	309	300	277	271	294	289	309	304	283	248	283	309	289	271	271	300	264
2333	R-2333	289	294	248	256	230	271	283	240	256	240	271	230	271	277	264	208	271
2334	R-2334	69	69	69	69	69	69	69	0	110	69	110	0	110	69	69	0	0
2335	R-2335	289	300	289	294	300	304	294	300	318	289	304	277	314	294	289	314	271
2336	R-2336	256	289	277	277	256	248	256	248	277	240	289	220	294	289	283	240	300
2337	R-2337	139	69	69	110	69	139	110	110	139	69	69	110	139	110	110	69	110
2338	R-2338	248	277	220	240	248	248	271	277	277	230	220	248	248	248	264	264	230
2339	R-2339	220	208	139	110	139	139	161	139	161	69	110	139	139	110	110	69	69
2340	R-2340	300	271	318	314	264	277	264	289	322	300	353	283	330	304	309	283	318
2341	R-2341	220	256	304	264	208	220	195	195	220	179	264	264	230	195	179	195	179
2342	R-2342	139	110	110	139	139	161	139	110	110	0	69	0	110	69	69	0	69
2343	R-2343	139	69	0	0	0	0	69	0	69	0	0	69	69	0	69	0	0
2344	R-2344	304	264	220	283	330	322	294	271	283	271	300	318	309	264	271	294	271
2345	R-2345	110	110	69	0	0	69	0	0	69	69	69	0	69	0	69	0	69
2346	R-2346	347	340	353	353	366	353	350	353	350	333	347	358	358	356	347	389	340
2347	R-2347	240	340	330	300	304	289	264	271	264	195	230	264	248	230	220	230	208
2348	R-2348	271	277	179	208	240	240	240	230	294	264	294	304	289	289	289	277	283
2349	R-2349	383	406	425	401	417	395	406	399	401	419	422	403	391	401	397	420	397
2350	R-2350	161	110	110	161	139	161	139	161	161	69	161	69	195	161	161	110	161
2351	R-2351	289	322	343	326	294	294	283	271	289	271	326	361	326	289	289	322	264
2352	R-2352	195	161	139	195	195	195	208	179	208	161	195	139	220	220	208	110	195
2353	R-2353	139	110	69	69	0	69	0	0	0	0	0	0	0	0	0	0	0
2354	R-2354	195	139	139	139	69	110	69	0	69	0	69	0	69	69	0	0	0
2355	R-2355	179	230	289	230	195	195	179	161	208	220	256	271	230	179	139	161	139
2356	R-2356	230	110	110	69	0	69	0	69	110	69	139	110	161	110	69	69	110
2357	R-2357	110	110	110	220	256	208	139	139	179	139	195	230	230	220	220	240	240
2358	R-2358	139	69	110	179	195	161	110	69	69	69	110	139	161	110	110	139	139
2359	R-2359	139	195	230	195	220	208	220	230	161	139	161	208	139	139	161	208	139
2360	R-2360	110	69	0	69	69	69	0	0	69	0	0	0	0	0	0	0	0
2361	R-2361	366	358	343	314	318	304	300	289	322	264	289	264	314	322	318	264	322
2362	R-2362	139	179	69	69	0	69	110	69	0	0	0	110	69	69	69	0	69
2363	R-2363	69	314	364	358	264	248	208	161	139	220	314	309	277	240	208	161	161
2364	R-2364	230	256	230	248	208	220	220	179	240	195	248	271	256	208	208	161	195
2365	R-2365	322	333	309	322	322	340	333	326	333	264	304	330	322	309	304	337	309
2366	R-2366	256	289	230	230	277	271	277	256	264	195	208	240	256	248	248	248	220
2367	R-2367	240	277	420	408	347	337	283	230	195	240	347	277	337	309	271	195	220
2368	R-2368	413	441	454	436	423	401	408	409	420	463	438	432	419	420	406	443	430
2369	R-2369	429	452	456	433	450	417	423	422	442	518	480	465	438	455	447	483	458
2370	R-2370	240	264	309	277	240	230	220	230	240	248	289	277	256	248	230	220	220
2371	R-2371	139	195	220	195	208	179	208	195	179	161	208	240	195	179	161	179	139
2372	R-2372	300	220	208	240	208	208	220	208	248	208	256	271	271	256	256	256	230
2373	R-2373	264	289	230	230	271	248	289	271	300	289	304	314	289	294	289	300	283
2374	R-2374	110	161	220	179	69	69	69	0	110	110	161	161	139	69	69	110	69
2375	R-2375	350	330	366	340	294	304	289	283	309	283	333	340	318	289	271	300	289
2376	R-2376	322	343	408	389	350	326	283	264	294	318	376	389	358	322	300	283	277
2377	R-2377	230	309	289	277	283	264	277	271	271	240	271	283	264	240	240	240	208
2378	R-2378	195	161	139	161	179	161	161	179	161	110	139	195	161	139	161	208	110
2379	R-2379	195	179	139	195	161	161	179	179	179	139	179	139	179	179	161	139	139
2380	R-2380	376	393	333	347	371	403	350	333	401	475	481	483	422	389	364	428	414
2381	R-2381	139	110	69	69	69	69	69	110	69	69	69	110	69	69	69	139	69
2382	R-2382	264	271	208	240	256	271	264	271	289	230	277	283	264	248	256	309	256
2383	R-2383	277	294	256	248	195	195	161	161	139	69	139	161	161	110	69	110	69
2384	R-2384	69	69	69	69	0	0	0	0	69	0	69	69	69	0	0	0	0
2385	R-2385	283	294	264	264	289	264	283	277	277	256	294	318	300	294	289	304	283
2386	R-2386	401	406	383	401	411	369	378	381	399	450	449	436	404	403	397	420	389
2387	R-2387	337	208	195	230	264	240	248	271	318	314	326	314	314	283	289	277	304
2388	R-2388	230	110	110	161	161	161	139	161	161	110	139	110	139	139	139	139	139
2389	R-2389	277	326	289	289	304	300	314	318	314	230	271	300	289	283	289	294	264
2390	R-2390	69	69	0	69	69	69	110	110	110	0	69	69	110	69	110	0	69
2391	R-2391	264	248	220	230	220	264	256	271	248	179	208	248	220	195	195	271	220
2392	R-2392	139	220	277	330	358	371	333	294	277	220	289	337	356	350	309	322	271
2393	R-2393	208	195	110	195	179	220	220	195	208	161	179	139	195	179	179	139	161
2394	R-2394	277	294	271	256	248	248	248	248	230	161	161	179	179	161	179	208	161
2395	R-2395	399	420	399	381	389	397	401	413	416	397	383	393	378	369	374	406	366
2396	R-2396	161	69	0	0	0	69	69	110	161	161	161	161	179	179	161	161	179
2397	R-2397	378	371	343	333	340	356	343	347	356	330	347	385	353	353	340	385	353
2398	R-2398	161	161	139	139	179	139	179	139	161	69	139	110	195	179	179	161	161
2399	R-2399	139	69	0	69	69	69	69	110	139	69	110	69	139	110	69	110	110
2400	R-2400	309	314	277	256	264	271	277	283	318	304	330	347	314	326	326	356	322
2401	R-2401	220	256	208	230	220	230	230	230	230	161	179	208	220	220	230	179	195
2402	R-2402	294	304	208	256	264	283	283	289	264	179	230	264	256	248	256	256	230
2403	R-2403	208	179	195	195	139	179	179	179	220	139	208	179	220	161	179	161	179
2404	R-2404	195	230	230	208	161	195	139	161	195	161	179	161	195	161	139	110	195
2405	R-2405	347	393	366	350	350	364	361	364	374	358	343	358	340	353	353	376	347
2406	R-2406	283	289	283	271	264	283	264	283	271	230	256	289	256	256	271	300	256
2407	R-2407	309	326	294	300	322	330	333	337	309	294	304	330	318	314	322	326	289
2408	R-2408	356	358	385	369	364	364	371	366	369	358	369	356	366	378	376	364	358
2409	R-2409	179	161	110	139	179	179	161	161	161	69	69	110	139	139	139	179	110
2410	R-2410	139	139	69	69	69	69	69	69	110	0	0	69	110	69	69	110	0
2411	R-2411	69	0	0	0	0	0	69	69	0	0	0	0	0	0	0	69	0
2412	R-2412	69	69	0	0	69	69	69	69	69	0	0	0	0	0	0	0	0
2413	R-2413	404	369	337	353	340	391	395	374	371	374	397	428	361	347	371	432	374
2414	R-2414	195	139	69	69	161	240	179	139	248	326	347	309	277	240	220	220	264
2415	R-2415	110	69	69	69	69	69	69	69	69	0	0	0	69	69	69	0	69
2416	R-2416	179	195	139	139	110	139	110	139	139	0	69	69	69	69	69	69	0
2417	R-2417	139	69	69	110	69	69	69	69	69	0	0	0	69	69	69	69	69
2418	R-2418	230	264	240	277	240	248	248	240	208	179	195	161	179	208	208	110	179
2419	R-2419	208	277	264	264	208	195	195	179	208	161	179	161	208	179	208	161	220
2420	R-2420	256	347	399	385	309	289	248	208	208	248	347	350	330	277	230	208	208
2421	R-2421	248	248	161	161	161	179	195	195	220	139	179	208	195	179	179	220	179
2422	R-2422	208	248	208	208	220	208	208	208	230	195	208	208	230	195	195	195	179
2423	R-2423	195	248	264	230	195	208	208	208	230	208	240	208	220	179	195	139	179
2424	R-2424	208	220	240	300	337	326	322	304	294	264	289	318	318	333	337	330	271
2425	R-2425	208	161	110	179	195	179	208	179	179	139	195	161	195	161	161	208	139
2426	R-2426	300	240	110	220	230	264	326	322	300	220	230	179	248	248	300	294	294
2427	R-2427	314	220	220	240	240	220	248	230	220	208	240	240	230	220	230	230	264
2428	R-2428	110	69	195	139	69	110	69	69	69	110	179	161	139	69	69	0	69
2429	R-2429	277	337	294	283	289	309	309	304	318	256	264	264	300	271	277	264	264
2430	R-2430	294	343	300	304	326	326	326	326	347	264	289	322	326	333	326	294	322
2431	R-2431	110	0	0	0	69	110	0	0	110	69	110	110	110	110	110	110	110
2432	R-2432	358	364	289	340	347	326	333	322	322	326	326	366	309	309	318	361	300
2433	R-2433	314	337	248	318	330	326	322	314	322	322	309	271	326	309	322	347	300
2434	R-2434	195	230	139	195	208	195	220	220	208	110	161	139	208	195	179	220	179
2435	R-2435	387	350	318	309	277	322	314	283	314	240	283	294	294	277	277	277	277
2436	R-2436	294	139	139	179	139	179	179	195	208	161	195	195	208	179	195	220	208
2437	R-2437	264	264	248	230	256	271	264	271	248	179	220	264	248	230	240	264	220
2438	R-2438	361	350	300	309	330	309	326	314	361	374	385	399	358	361	371	385	356
2439	R-2439	441	479	438	450	458	430	441	443	443	506	483	475	448	458	464	511	448
2440	R-2440	461	473	428	461	480	439	451	449	451	536	500	485	452	471	471	501	468
2441	R-2441	283	340	314	300	337	326	340	330	318	277	289	248	309	309	294	277	289
2442	R-2442	208	195	179	195	179	220	230	230	220	139	179	179	220	179	179	139	195
2443	R-2443	139	69	69	161	110	139	139	161	179	69	139	110	161	161	179	69	161
2444	R-2444	0	69	0	0	0	0	0	0	0	0	0	0	69	69	0	0	0
2445	R-2445	161	69	69	69	69	69	69	0	0	0	69	69	110	110	69	0	69
2446	R-2446	248	161	139	208	195	220	195	208	248	220	248	230	256	240	230	208	256
2447	R-2447	309	330	304	289	326	309	322	326	340	322	340	371	343	333	337	361	330
2448	R-2448	230	277	240	240	289	248	277	264	289	248	264	283	277	289	294	264	264
2449	R-2449	318	240	69	161	139	139	161	139	139	161	179	230	208	195	220	248	220
2450	R-2450	220	220	240	230	220	195	230	161	220	208	230	248	230	208	195	208	208
2451	R-2451	240	195	139	161	110	161	161	139	139	69	139	110	161	139	139	110	139
2452	R-2452	294	326	337	340	322	322	322	322	333	289	309	322	369	369	353	385	374
2453	R-2453	337	318	248	240	248	283	289	314	347	337	330	333	350	330	322	353	318
2454	R-2454	240	139	139	179	161	195	195	208	208	139	161	161	195	161	161	139	179
2455	R-2455	256	248	220	264	264	271	264	256	240	195	248	283	230	220	248	208	220
2456	R-2456	294	318	256	318	318	304	322	314	326	289	340	356	350	337	358	369	356
2457	R-2457	139	69	0	69	69	110	110	110	139	110	110	161	161	110	139	110	110
2458	R-2458	0	0	0	0	0	139	139	139	110	0	0	0	110	69	110	69	110
2459	R-2459	289	277	283	277	277	330	347	356	369	330	326	330	314	318	333	376	350
2460	R-2460	330	271	208	220	208	240	230	230	248	230	256	271	271	256	248	256	264
2461	R-2461	277	230	208	220	139	195	179	179	240	230	195	240	208	230	230	256	195
2462	R-2462	318	374	358	356	361	347	361	356	361	326	353	347	347	358	358	343	337
2463	R-2463	110	208	110	179	161	179	195	195	195	110	139	139	195	179	179	110	139
2464	R-2464	277	337	318	294	304	289	309	309	304	240	256	264	289	294	289	277	277
2465	R-2465	240	264	230	256	271	277	264	264	277	195	230	208	271	248	256	195	248
2466	R-2466	230	240	110	161	179	195	195	208	208	161	208	220	230	208	208	179	220
2467	R-2467	277	220	195	179	110	139	110	110	139	139	161	179	161	139	139	139	161
2468	R-2468	179	195	240	220	195	161	161	139	161	179	271	271	240	220	195	110	161
2469	R-2469	69	69	0	69	0	0	0	0	0	0	0	0	69	0	69	0	0
2470	R-2470	240	304	271	248	271	271	283	283	283	264	277	264	271	256	271	277	264
2471	R-2471	139	69	0	69	69	110	110	110	139	110	139	110	139	110	110	69	139
2472	R-2472	300	271	220	230	230	283	256	283	264	208	208	256	240	220	220	271	230
2473	R-2473	208	369	369	314	179	139	110	110	110	0	69	69	69	69	69	0	69
2474	R-2474	179	179	69	69	69	0	0	0	69	0	0	0	69	0	69	0	0
2475	R-2475	208	277	179	230	220	230	240	248	248	139	195	220	220	161	195	179	179
2476	R-2476	110	0	0	69	69	69	0	0	69	0	69	69	69	69	69	0	0
2477	R-2477	110	0	0	0	0	0	0	0	0	69	69	69	69	69	69	0	0
2478	R-2478	277	289	277	271	289	304	283	326	283	248	271	294	283	283	289	318	289
2479	R-2479	161	139	179	248	271	300	277	271	277	240	248	248	256	256	277	271	264
2480	R-2480	0	0	0	69	69	69	69	69	69	0	0	69	69	110	69	69	69
2481	R-2481	161	110	0	69	110	110	110	110	110	69	69	69	110	110	139	69	110
2482	R-2482	208	264	179	179	208	208	208	220	195	69	110	139	161	208	248	208	240
2483	R-2483	139	195	69	110	110	110	161	139	161	69	110	110	179	179	208	195	220
2484	R-2484	401	442	462	444	416	401	374	383	406	417	403	413	403	395	385	423	391
2485	R-2485	353	416	374	366	369	376	356	356	371	333	318	330	358	356	340	369	340
2486	R-2486	69	0	0	69	0	69	69	69	110	0	69	69	110	69	69	69	110
2487	R-2487	465	483	504	469	498	461	472	472	454	530	508	492	460	492	482	492	491
2488	R-2488	220	277	179	248	240	248	256	256	256	179	230	195	240	208	220	208	220
2489	R-2489	208	179	139	161	110	179	161	179	179	139	139	139	179	179	179	110	195
2490	R-2490	161	179	110	69	110	161	139	161	179	110	110	110	110	69	110	110	110
2491	R-2491	445	474	482	458	454	441	447	443	444	484	474	473	445	457	449	491	463
2492	R-2492	195	264	240	230	195	220	230	195	208	161	179	195	230	240	240	230	220
2493	R-2493	0	69	69	0	0	69	69	69	0	0	0	69	0	0	0	0	0
2494	R-2494	356	366	283	340	330	326	322	326	347	347	353	361	340	343	350	366	340
2495	R-2495	277	309	271	271	309	314	309	300	300	248	264	294	277	277	283	294	256
2496	R-2496	179	208	139	161	230	230	240	230	230	179	208	220	248	240	230	240	240
2497	R-2497	283	283	300	300	256	271	230	230	240	208	248	195	248	248	240	195	240
2498	R-2498	326	300	318	326	314	330	304	304	326	283	326	294	333	314	304	277	304
2499	R-2499	230	195	139	139	161	195	195	208	256	248	248	230	264	271	277	230	248
2500	R-2500	314	264	208	208	195	240	248	256	300	248	283	271	304	289	277	240	271
2501	R-2501	139	69	0	0	0	69	69	0	69	0	69	69	69	0	0	0	0
2502	R-2502	110	0	0	0	0	0	0	0	69	0	69	69	69	0	0	69	0
2503	R-2503	195	195	139	139	69	69	69	110	139	69	110	69	69	69	110	69	110
2504	R-2504	179	161	248	322	294	318	300	283	248	248	294	264	289	248	220	195	179
2505	R-2505	277	230	139	179	161	161	179	179	161	139	139	195	139	139	161	161	139
2506	R-2506	139	110	69	110	110	139	161	161	179	110	139	139	161	161	195	161	195
2507	R-2507	271	208	220	256	220	248	240	220	208	161	208	161	230	220	220	161	230
2508	R-2508	208	179	139	139	139	139	110	69	110	0	69	0	69	69	69	0	69
2509	R-2509	240	240	248	256	179	208	179	179	179	179	139	139	208	161	139	179	161
2510	R-2510	208	195	139	179	139	139	110	110	139	69	69	69	110	110	110	69	139
2511	R-2511	69	69	0	69	69	69	69	69	69	0	0	0	69	0	0	69	0
2512	R-2512	161	161	139	139	110	139	110	139	139	69	139	161	161	110	139	161	110
2513	R-2513	264	248	195	230	220	256	256	240	248	161	220	179	248	256	230	161	248
2514	R-2514	240	300	283	248	264	240	256	256	277	240	240	264	240	230	240	240	220
2515	R-2515	195	161	110	179	139	110	139	110	161	161	161	161	161	161	161	139	139
2516	R-2516	208	161	110	139	110	110	139	110	139	69	110	69	139	139	110	110	139
2517	R-2517	230	283	220	230	256	264	271	264	264	179	220	240	248	240	248	248	248
2518	R-2518	230	195	179	220	179	220	195	195	220	110	179	161	208	179	179	139	179
2519	R-2519	0	0	69	69	110	195	208	195	248	110	139	69	161	161	179	161	179
2520	R-2520	195	277	337	294	283	277	271	277	264	230	283	309	271	248	248	240	220
2521	R-2521	432	408	337	300	314	304	300	300	318	300	304	340	309	309	322	353	330
2522	R-2522	208	179	139	161	179	220	220	195	230	208	230	230	220	208	179	220	256
2523	R-2523	277	195	161	208	230	248	256	256	256	220	248	264	264	248	256	283	277
2524	R-2524	195	161	110	69	69	69	69	69	69	0	69	110	69	69	69	110	110
2525	R-2525	110	0	0	69	0	0	0	69	69	0	69	0	69	69	0	0	0
2526	R-2526	304	283	195	230	264	283	277	289	264	230	256	289	256	240	248	277	248
2527	R-2527	110	69	0	69	110	110	110	110	161	69	69	69	110	110	110	69	139
2528	R-2528	69	69	69	69	69	110	110	110	110	69	69	0	110	69	110	0	69
2529	R-2529	248	208	195	230	195	208	208	208	195	161	195	179	208	208	208	161	208
2530	R-2530	248	179	161	179	195	195	195	195	179	139	195	220	195	161	161	195	161
2531	R-2531	330	374	333	347	358	340	350	350	343	300	283	340	333	333	337	350	318
2532	R-2532	161	161	69	139	139	195	220	208	208	110	110	69	161	139	161	161	179
2533	R-2533	289	330	294	314	314	330	330	309	318	256	294	300	318	294	294	300	289
2534	R-2534	337	256	208	256	264	289	248	271	326	326	330	333	326	309	318	358	333
2535	R-2535	195	220	161	110	161	161	161	220	230	208	220	208	161	139	139	179	208
2536	R-2536	139	110	110	110	0	69	69	0	69	0	69	0	110	69	69	0	69
2537	R-2537	139	110	110	110	69	69	69	110	69	0	0	69	69	0	0	110	69
2538	R-2538	179	139	179	256	271	289	248	248	230	110	161	230	264	264	240	208	208
2539	R-2539	208	264	330	309	264	256	208	195	195	240	309	322	294	248	220	208	195
2540	R-2540	220	179	230	240	208	248	220	220	230	139	220	208	248	230	208	139	195
2541	R-2541	69	110	0	69	0	69	69	69	69	0	0	0	69	0	0	69	69
2542	R-2542	322	376	343	333	374	330	340	340	353	330	330	369	322	337	337	361	309
2543	R-2543	110	69	220	208	195	179	139	139	139	139	139	161	195	161	139	110	110
2544	R-2544	69	0	0	0	0	0	0	0	69	0	0	69	110	0	0	0	69
2545	R-2545	340	337	330	322	330	318	326	326	322	300	322	358	318	314	326	366	318
2546	R-2546	374	403	340	347	347	353	358	350	347	294	322	361	326	322	330	350	318
2547	R-2547	283	283	248	240	256	256	240	248	256	230	240	240	264	256	256	195	264
2548	R-2548	294	333	289	289	294	326	309	314	314	271	271	294	300	277	277	314	271
2549	R-2549	413	425	425	425	414	419	417	416	381	374	411	423	385	397	409	425	387
2550	R-2550	240	264	256	271	289	271	283	264	264	271	300	256	289	309	300	248	294
2551	R-2551	179	179	195	195	195	240	271	264	277	208	240	220	248	256	277	256	264
2552	R-2552	69	110	110	139	110	161	139	139	139	69	69	0	110	69	69	0	110
2553	R-2553	289	318	289	294	283	314	283	277	304	264	277	304	300	264	256	304	271
2554	R-2554	139	69	161	179	69	110	0	0	0	69	110	69	110	0	69	0	0
2555	R-2555	333	230	179	161	139	195	179	179	195	139	161	139	195	179	179	179	195
2556	R-2556	358	283	208	195	179	230	220	230	240	195	195	208	230	220	220	240	248
2557	R-2557	277	318	289	277	314	326	318	309	309	271	294	343	304	289	294	330	294
2558	R-2558	179	139	139	110	139	161	179	161	208	161	195	161	161	139	161	69	179
2559	R-2559	277	240	289	271	240	256	240	240	256	240	264	277	264	240	220	230	220
2560	R-2560	161	0	0	0	0	0	0	0	69	69	69	0	0	69	69	0	0
2561	R-2561	248	208	139	110	110	139	110	161	220	139	220	230	264	208	208	195	195
2562	R-2562	413	389	353	322	314	318	318	333	361	383	399	403	381	381	387	404	389
2563	R-2563	161	179	110	110	161	161	179	179	161	139	139	179	110	139	110	179	110
2564	R-2564	220	161	161	179	220	230	220	220	230	179	240	161	248	208	208	161	230
2565	R-2565	161	208	230	195	179	179	161	161	161	161	208	208	179	139	139	161	139
2566	R-2566	326	404	371	356	366	366	361	371	374	322	333	350	350	343	333	347	340
2567	R-2567	264	208	161	179	195	220	256	256	264	208	220	179	220	220	230	195	220
2568	R-2568	364	314	277	318	376	369	383	376	389	419	411	333	391	403	395	385	413
2569	R-2569	179	179	179	161	139	161	139	139	139	110	110	139	139	110	110	179	139
2570	R-2570	139	179	110	161	161	179	161	179	179	110	139	139	161	139	161	139	139
2571	R-2571	309	309	283	300	309	277	304	283	304	294	322	326	309	309	318	283	309
2572	R-2572	445	449	465	443	461	422	416	425	426	527	474	423	432	450	443	472	462
2573	R-2573	230	208	230	220	208	240	220	220	208	161	208	220	220	195	208	208	195
2574	R-2574	179	110	0	0	69	69	69	69	69	0	69	69	69	69	69	69	69
2575	R-2575	208	256	230	283	289	264	264	240	248	208	248	264	271	264	256	208	240
2576	R-2576	220	161	110	110	139	139	110	110	110	139	161	139	110	110	69	0	110
2577	R-2577	139	110	69	110	110	139	139	139	110	0	69	69	110	110	69	0	110
2578	R-2578	139	110	69	139	139	139	110	139	110	0	69	69	139	110	69	69	110
2579	R-2579	161	69	110	139	161	161	139	139	179	161	110	110	161	110	110	69	110
2580	R-2580	300	294	248	179	179	179	195	179	195	179	220	230	220	208	208	220	208
2581	R-2581	161	179	195	208	220	248	220	195	161	110	139	179	179	161	161	110	110
2582	R-2582	314	330	277	289	322	326	330	326	309	277	304	343	300	289	309	330	300
2583	R-2583	110	110	69	69	0	69	69	69	69	0	0	69	69	0	0	0	0
2584	R-2584	110	110	69	110	139	161	161	161	139	69	110	69	161	139	139	69	139
2585	R-2585	230	248	294	283	294	309	277	248	220	195	271	294	294	283	256	220	220
2586	R-2586	69	110	69	69	0	69	0	0	0	0	0	69	69	0	69	0	0
2587	R-2587	240	271	230	248	248	264	248	256	248	195	230	248	256	240	240	248	230
2588	R-2588	240	271	208	248	220	220	230	220	256	220	248	248	289	304	289	283	309
2589	R-2589	220	208	139	179	195	240	208	195	208	179	179	161	195	179	195	139	179
2590	R-2590	230	277	248	283	283	277	277	294	283	195	230	208	283	248	271	230	248
2591	R-2591	220	208	195	256	220	230	230	230	264	195	220	161	264	283	256	195	256
2592	R-2592	139	69	110	161	139	161	139	139	139	69	110	110	179	139	139	110	161
2593	R-2593	326	230	230	256	240	248	256	264	256	248	220	264	256	256	264	271	300
2594	R-2594	401	430	428	385	387	387	389	389	378	404	389	409	369	374	385	419	369
2595	R-2595	195	220	139	161	161	195	248	271	271	230	208	161	161	161	208	230	230
2596	R-2596	455	468	479	448	465	447	448	451	443	519	480	460	443	464	453	481	469
2597	R-2597	256	294	264	230	248	248	248	256	256	248	256	300	256	248	264	277	240
2598	R-2598	161	240	294	289	289	248	230	195	161	110	139	179	161	139	139	110	69
2599	R-2599	161	220	195	179	179	161	139	139	139	69	69	139	69	69	69	139	69
2600	R-2600	347	343	454	460	437	436	423	413	401	414	433	425	442	437	414	406	406
2601	R-2601	271	277	391	389	391	381	361	353	361	391	408	409	397	404	397	387	369
2602	R-2602	314	369	361	326	343	343	343	343	330	309	309	340	309	304	314	337	294
2603	R-2603	343	337	350	358	330	330	356	340	340	343	356	326	350	337	340	304	347
2604	R-2604	139	110	0	69	139	179	110	110	208	283	271	230	208	179	139	139	220
2605	R-2605	369	364	358	353	364	366	369	369	358	343	340	358	330	340	347	358	340
2606	R-2606	277	248	248	248	289	300	289	277	240	240	230	271	240	220	240	277	240
2607	R-2607	69	0	0	69	69	69	69	69	110	0	69	69	110	0	69	0	69
2608	R-2608	314	369	353	340	304	340	337	350	340	277	289	314	326	314	309	337	304
2609	R-2609	264	179	139	139	195	220	230	289	322	289	248	256	240	240	277	309	294
2610	R-2610	195	208	240	208	179	195	208	208	208	161	195	220	179	161	195	179	179
2611	R-2611	69	110	69	69	69	110	110	110	139	69	110	0	110	110	110	69	110
2612	R-2612	289	289	256	283	289	300	277	294	304	256	283	248	309	300	309	248	309
